name,ra,dec,true_class,predicted_class,confidence,prob_wat,prob_nat,correct,high_confidence
J1220+5334,185.20925,53.575944,WAT,WAT,0.9999991655349731,0.9999991655349731,8.677484402141999e-07,True,True
J1224+4905,186.052042,49.097722,WAT,WAT,0.9999991655349731,0.9999991655349731,8.677484402141999e-07,True,True
J1224+5419,186.207875,54.326167,WAT,WAT,0.9999991655349731,0.9999991655349731,8.677484402141999e-07,True,True
J1236+5525,189.197625,55.419611,WAT,WAT,0.9999991655349731,0.9999991655349731,8.677484402141999e-07,True,True
J1238+4838,189.74275,48.638472,WAT,WAT,0.9999991655349731,0.9999991655349731,8.677484402141999e-07,True,True
J1247+4852,191.927208,48.868306,WAT,WAT,0.9999991655349731,0.9999991655349731,8.677484402141999e-07,True,True
J1249+4954,192.413458,49.900861,WAT,WAT,0.9999991655349731,0.9999991655349731,8.677484402141999e-07,True,True
J1303+4743,195.952125,47.7215,WAT,WAT,0.9999991655349731,0.9999991655349731,8.677484402141999e-07,True,True
J1303+4935,195.865417,49.599028,WAT,WAT,0.9999991655349731,0.9999991655349731,8.677484402141999e-07,True,True
J1303+5220,195.885333,52.336194,WAT,WAT,0.9999991655349731,0.9999991655349731,8.677484402141999e-07,True,True
J1306+5144,196.545083,51.739611,WAT,WAT,0.9999991655349731,0.9999991655349731,8.677484402141999e-07,True,True
J1315+4841,198.882583,48.686583,WAT,WAT,0.9999991655349731,0.9999991655349731,8.677484402141999e-07,True,True
J1325+5617,201.26825,56.295083,WAT,WAT,0.9999991655349731,0.9999991655349731,8.677484402141999e-07,True,True
J1330+4730,202.636125,47.515444,WAT,WAT,0.9999991655349731,0.9999991655349731,8.677484402141999e-07,True,True
J1344+5552,206.18575,55.867583,WAT,WAT,0.9999991655349731,0.9999991655349731,8.677484402141999e-07,True,True
J1346+5250,206.528833,52.838222,WAT,WAT,0.9999991655349731,0.9999991655349731,8.677484402141999e-07,True,True
J1351+5216,207.961792,52.274917,WAT,WAT,0.9999991655349731,0.9999991655349731,8.677484402141999e-07,True,True
J1359+4905,209.935542,49.092694,WAT,WAT,0.9999991655349731,0.9999991655349731,8.677484402141999e-07,True,True
J1426+5547,216.526917,55.790694,WAT,WAT,0.9999991655349731,0.9999991655349731,8.677484402141999e-07,True,True
J1428+5520,217.17675,55.347639,WAT,WAT,0.9999991655349731,0.9999991655349731,8.677484402141999e-07,True,True
J1431+4743,217.960583,47.732528,WAT,WAT,0.9999991655349731,0.9999991655349731,8.677484402141999e-07,True,True
J1434+4951,218.674792,49.852694,WAT,WAT,0.9999991655349731,0.9999991655349731,8.677484402141999e-07,True,True
J1439+5631,219.8305,56.527611,WAT,WAT,0.9999991655349731,0.9999991655349731,8.677484402141999e-07,True,True
J1446+4841,221.528042,48.694444,WAT,WAT,0.9999991655349731,0.9999991655349731,8.677484402141999e-07,True,True
J1459+4947,224.927542,49.788194,WAT,WAT,0.9999991655349731,0.9999991655349731,8.677484402141999e-07,True,True
J1459+5334,224.899833,53.572167,WAT,WAT,0.9999991655349731,0.9999991655349731,8.677484402141999e-07,True,True
J1523+5255,230.86275,52.918722,WAT,WAT,0.9999991655349731,0.9999991655349731,8.677484402141999e-07,True,True
J1132+5459,173.00825,54.99775,NAT,NAT,0.9833930134773254,0.01660693809390068,0.9833930134773254,True,True
J1147+4805,176.951792,48.097,NAT,NAT,0.9833930134773254,0.01660693809390068,0.9833930134773254,True,True
J1207+4805,181.831,48.099639,NAT,NAT,0.9833930134773254,0.01660693809390068,0.9833930134773254,True,True
J1325+5544,201.45175,55.737417,NAT,NAT,0.9833930134773254,0.01660693809390068,0.9833930134773254,True,True
J1329+5246,202.289625,52.771083,NAT,NAT,0.9833930134773254,0.01660693809390068,0.9833930134773254,True,True
J1347+5022,206.754292,50.371639,NAT,NAT,0.9833930134773254,0.01660693809390068,0.9833930134773254,True,True
J1431+5518,217.818042,55.313861,NAT,NAT,0.9833930134773254,0.01660693809390068,0.9833930134773254,True,True
J1505+4706,226.410292,47.106222,NAT,NAT,0.983393132686615,0.016606910154223442,0.983393132686615,True,True
J1506+5311,226.512917,53.185917,NAT,NAT,0.983393132686615,0.016606910154223442,0.983393132686615,True,True
J1510+5146,227.5145,51.774472,NAT,NAT,0.983393132686615,0.016606910154223442,0.983393132686615,True,True
