logL,logRho
25.846309403437814,-5.597468354430379
25.85237613751264,-5.60632911392405
25.858442871587464,-5.60632911392405
25.864509605662285,-5.615189873417721
25.87057633973711,-5.624050632911392
25.87664307381193,-5.632911392405063
25.882709807886755,-5.632911392405063
25.888776541961576,-5.641772151898734
25.8948432760364,-5.650632911392405
25.900910010111225,-5.650632911392405
25.906976744186046,-5.641772151898734
25.91304347826087,-5.641772151898734
25.919110212335692,-5.641772151898734
25.925176946410517,-5.650632911392405
25.931243680485338,-5.659493670886076
25.937310414560162,-5.668354430379747
25.943377148634987,-5.677215189873418
25.949443882709808,-5.703797468354431
25.95551061678463,-5.7126582278481015
25.961577350859454,-5.7126582278481015
25.96764408493428,-5.721518987341772
25.9737108190091,-5.7303797468354425
25.979777553083924,-5.739240506329113
25.985844287158745,-5.739240506329113
25.99191102123357,-5.748101265822784
25.99797775530839,-5.756962025316455
26.004044489383215,-5.765822784810126
26.01011122345804,-5.765822784810126
26.01617795753286,-5.774683544303797
26.022244691607685,-5.783544303797468
26.028311425682507,-5.792405063291139
26.03437815975733,-5.80126582278481
26.040444893832152,-5.80126582278481
26.046511627906977,-5.792405063291139
26.0525783619818,-5.80126582278481
26.058645096056622,-5.783544303797468
26.064711830131444,-5.783544303797468
26.070778564206268,-5.234177215189874
26.076845298281093,-5.234177215189874
26.082912032355914,-5.260759493670886
26.08897876643074,-5.872151898734177
26.095045500505563,-5.8810126582278475
26.101112234580384,-5.872151898734177
26.10717896865521,-5.872151898734177
26.11324570273003,-5.8810126582278475
26.119312436804854,-5.889873417721519
26.125379170879675,-5.898734177215189
26.1314459049545,-5.898734177215189
26.137512639029325,-5.907594936708861
26.143579373104146,-5.916455696202531
26.149646107178967,-5.925316455696203
26.15571284125379,-5.925316455696203
26.161779575328616,-5.934177215189873
26.167846309403437,-5.943037974683545
26.17391304347826,-5.943037974683545
26.179979777553086,-5.951898734177215
26.186046511627907,-5.960759493670887
26.19211324570273,-5.969620253164557
26.198179979777553,-5.969620253164557
26.204246713852378,-5.960759493670887
26.2103134479272,-5.969620253164557
26.21638018200202,-5.402531645569621
26.222446916076844,-5.402531645569621
26.22851365015167,-5.367088607594937
26.23458038422649,-5.358227848101266
26.240647118301315,-5.375949367088608
26.24671385237614,-5.978481012658229
26.25278058645096,-5.9962025316455705
26.258847320525785,-6.0050632911392405
26.264914054600606,-6.022784810126582
26.27098078867543,-6.0316455696202524
26.27704752275025,-6.040506329113924
26.283114256825076,-6.040506329113924
26.2891809908999,-6.049367088607594
26.295247724974722,-6.058227848101266
26.301314459049543,-6.067088607594936
26.307381193124368,-6.067088607594936
26.313447927199192,-6.084810126582278
26.319514661274013,-6.084810126582278
26.325581395348838,-6.084810126582278
26.331648129423662,-6.10253164556962
26.337714863498483,-6.10253164556962
26.343781597573305,-6.10253164556962
26.34984833164813,-6.120253164556962
26.355915065722954,-6.111392405063292
26.361981799797775,-6.111392405063292
26.3680485338726,-5.508860759493671
26.37411526794742,-5.517721518987342
26.380182002022245,-5.491139240506329
26.386248736097066,-5.5
26.39231547017189,-5.508860759493671
26.398382204246715,-5.836708860759494
26.404448938321536,-5.872151898734177
26.41051567239636,-6.1468354430379755
26.416582406471182,-6.1556962025316455
26.422649140546007,-6.191139240506329
26.428715874620828,-6.191139240506329
26.434782608695652,-6.2
26.440849342770477,-6.208860759493671
26.446916076845298,-6.217721518987342
26.45298281092012,-6.217721518987342
26.459049544994944,-6.226582278481013
26.46511627906977,-6.235443037974684
26.47118301314459,-6.235443037974684
26.477249747219414,-6.244303797468355
26.48331648129424,-6.253164556962026
26.48938321536906,-6.253164556962026
26.49544994944388,-6.262025316455697
26.501516683518705,-6.270886075949368
26.50758341759353,-6.279746835443039
